OPER_DT,BOR_CD,ADMD_CD,AMT_IND,LCLS_10_P,LCLS_20_P,LCLS_30_P,LCLS_40_P,LCLS_50_P,LCLS_60_P,LCLS_70_P,LCLS_80_P
20180621,1135,11350612,126.6%,32.6%,25.3%,38.2%,1.5%,1.2%,0.1%,0.5%,0.6%
20180621,1135,11350619,108.4%,29.5%,21.9%,43.0%,0.9%,1.8%,0.9%,1.2%,0.9%
20180621,1135,11350621,82.9%,28.5%,19.2%,45.2%,2.6%,2.1%,0.1%,1.1%,1.2%
20180621,1135,11350624,84.0%,27.4%,22.2%,45.1%,2.5%,2.1%,0.2%,0.3%,0.2%
20180621,1135,11350625,149.5%,31.9%,18.8%,44.5%,0.9%,2.6%,0.4%,0.4%,0.5%
20180621,1135,11350630,85.7%,26.7%,20.2%,47.1%,1.5%,2.9%,0.7%,0.5%,0.4%
20180621,1135,11350640,129.5%,32.4%,18.8%,40.7%,1.5%,4.6%,0.4%,1.1%,0.5%
20180621,1135,11350665,93.6%,46.7%,16.1%,30.0%,1.7%,3.3%,1.7%,,0.6%
20180621,1135,11350670,82.6%,36.1%,19.3%,37.0%,2.6%,3.4%,0.7%,0.1%,0.7%
20180621,1135,11350695,103.7%,25.8%,21.2%,41.6%,5.2%,3.8%,0.7%,0.8%,0.9%
20180621,1135,11350700,129.0%,37.1%,18.4%,37.6%,1.8%,3.1%,1.0%,,1.2%
20180621,1135,11350710,101.9%,30.8%,19.7%,43.9%,2.0%,1.9%,0.1%,0.2%,1.4%
20180621,1135,11350720,92.2%,29.4%,19.0%,43.5%,1.0%,4.2%,1.4%,0.4%,1.0%
20180622,1111,11110515,89.7%,26.5%,24.4%,41.4%,2.1%,3.1%,0.8%,0.9%,0.8%
20180622,1111,11110530,158.6%,23.8%,24.0%,42.8%,0.9%,6.6%,0.5%,0.7%,0.7%
20180622,1111,11110540,80.7%,9.9%,29.4%,48.5%,3.0%,6.1%,,2.3%,0.7%
20180622,1111,11110550,158.8%,35.9%,22.7%,34.6%,1.7%,3.4%,0.5%,1.0%,0.1%
20180622,1111,11110560,108.0%,38.4%,20.3%,33.5%,2.1%,3.0%,1.4%,0.8%,0.4%
20180622,1111,11110570,213.8%,29.6%,23.6%,38.9%,3.6%,3.0%,0.4%,1.0%,0.0%
20180622,1111,11110580,103.4%,35.6%,22.1%,35.4%,2.3%,4.2%,,0.3%,0.0%
20180622,1111,11110600,144.3%,25.4%,23.3%,38.8%,5.4%,5.4%,0.6%,0.7%,0.3%
20180622,1111,11110615,201.3%,25.6%,20.4%,44.0%,2.1%,6.5%,0.3%,1.0%,0.1%
20180622,1111,11110630,117.2%,23.2%,18.0%,48.5%,2.7%,4.6%,0.9%,1.9%,0.2%
20180622,1111,11110640,124.9%,25.4%,21.7%,40.6%,3.8%,6.8%,0.2%,1.3%,0.1%
20180622,1111,11110650,123.5%,31.5%,17.2%,40.0%,4.1%,5.2%,0.4%,1.4%,0.0%
20180622,1111,11110670,100.8%,34.3%,12.9%,45.9%,1.1%,3.9%,,1.6%,0.2%
20180622,1111,11110680,114.9%,41.3%,14.5%,37.2%,0.2%,4.8%,0.9%,1.0%,0.0%
20180622,1111,11110690,60.9%,20.1%,22.2%,55.0%,0.5%,2.1%,,,0.1%
20180622,1111,11110700,119.7%,34.7%,18.1%,35.6%,4.9%,4.1%,0.7%,1.3%,0.7%
20180622,1111,11110710,131.1%,28.5%,19.8%,39.1%,6.2%,4.4%,0.5%,1.4%,0.1%
20180622,1135,11350560,101.5%,31.7%,19.0%,40.0%,4.2%,4.0%,0.2%,0.8%,0.3%
20180622,1135,11350570,114.5%,32.4%,20.8%,40.4%,1.8%,2.0%,1.3%,0.6%,0.8%
20180622,1135,11350580,123.7%,23.6%,25.8%,44.3%,1.6%,2.6%,0.5%,0.8%,0.8%
20180622,1135,11350595,81.2%,29.1%,17.4%,44.0%,2.9%,4.7%,0.7%,1.0%,0.3%
20180622,1135,11350600,87.2%,30.6%,21.1%,40.6%,2.9%,3.2%,0.5%,0.3%,0.8%
20180622,1135,11350611,141.5%,28.1%,22.1%,43.1%,2.4%,3.2%,0.2%,0.4%,0.4%
20180622,1135,11350612,143.2%,28.8%,29.2%,37.5%,0.7%,2.3%,0.3%,0.4%,0.9%
20180622,1135,11350619,117.2%,29.3%,22.6%,42.4%,0.8%,3.1%,0.5%,0.7%,0.6%
20180622,1135,11350621,89.7%,27.1%,20.7%,44.6%,3.9%,2.0%,0.4%,0.9%,0.4%
20180622,1135,11350624,97.4%,25.7%,19.5%,47.9%,3.2%,1.6%,0.7%,0.9%,0.4%
20180622,1135,11350625,152.1%,28.5%,20.2%,45.3%,1.3%,3.2%,0.2%,0.7%,0.6%
20180622,1135,11350630,92.4%,26.8%,19.0%,46.8%,1.9%,3.3%,0.7%,1.0%,0.4%
20180622,1135,11350640,142.1%,30.9%,19.1%,42.5%,2.3%,3.5%,0.5%,0.9%,0.4%
20180622,1135,11350665,87.0%,40.5%,22.2%,30.7%,1.5%,4.3%,0.2%,0.2%,0.4%
20180622,1135,11350670,84.9%,35.6%,18.4%,38.5%,2.8%,2.6%,0.9%,0.5%,0.6%
20180622,1135,11350695,117.9%,27.5%,20.5%,42.8%,3.2%,4.6%,0.3%,0.4%,0.7%
20180622,1135,11350700,125.0%,30.0%,21.9%,39.0%,3.6%,2.3%,,0.9%,2.2%
20180622,1135,11350710,116.0%,27.8%,23.8%,42.7%,1.2%,2.9%,0.7%,0.4%,0.5%
20180622,1135,11350720,90.4%,27.1%,21.0%,45.9%,1.3%,3.5%,0.9%,0.2%,0.2%
20180623,1111,11110515,103.4%,23.7%,27.0%,41.9%,1.6%,4.1%,0.3%,0.8%,0.7%
20180623,1111,11110530,135.1%,20.6%,26.8%,40.4%,2.4%,7.3%,0.8%,1.2%,0.5%
20180623,1111,11110540,89.4%,18.9%,23.8%,38.6%,2.6%,9.5%,2.5%,3.0%,1.0%
20180623,1111,11110550,137.2%,34.1%,25.0%,32.2%,3.4%,3.9%,0.4%,0.7%,0.3%
20180623,1111,11110560,100.9%,33.1%,24.4%,32.1%,5.7%,3.2%,,1.1%,0.5%
20180623,1111,11110570,276.3%,27.3%,28.2%,35.3%,2.6%,4.0%,0.7%,1.6%,0.3%
20180623,1111,11110580,137.6%,36.3%,22.2%,29.5%,4.2%,4.0%,1.8%,1.6%,0.3%
20180623,1111,11110600,137.9%,25.9%,21.8%,41.5%,1.3%,4.5%,1.0%,3.6%,0.4%
20180623,1111,11110615,197.1%,23.4%,22.8%,42.5%,2.4%,6.9%,0.3%,1.4%,0.3%
20180623,1111,11110630,99.7%,23.6%,17.3%,49.4%,1.6%,3.5%,1.2%,3.3%,0.1%
20180623,1111,11110640,147.6%,19.6%,21.4%,45.9%,4.0%,7.3%,0.1%,1.7%,0.2%
20180623,1111,11110650,120.5%,25.7%,20.6%,40.3%,4.3%,5.9%,0.6%,2.4%,0.2%
20180623,1111,11110670,112.0%,31.8%,17.2%,41.8%,1.0%,3.3%,2.0%,2.4%,0.5%
20180623,1111,11110680,126.9%,36.9%,13.6%,41.3%,1.2%,3.0%,1.8%,2.2%,0.0%
20180623,1111,11110690,43.3%,12.7%,18.1%,60.1%,2.4%,4.1%,,2.5%,0.2%
20180623,1111,11110700,137.1%,35.9%,19.8%,37.4%,1.4%,4.7%,0.6%,0.2%,0.1%
20180623,1111,11110710,138.5%,26.0%,20.2%,43.3%,3.1%,5.3%,0.7%,1.1%,0.3%
20180623,1135,11350560,110.0%,30.0%,22.9%,38.3%,3.5%,4.1%,0.5%,0.4%,0.3%
20180623,1135,11350570,108.4%,34.4%,22.1%,37.9%,1.5%,2.4%,0.1%,0.4%,1.1%
20180623,1135,11350580,136.2%,23.7%,28.6%,40.4%,2.0%,3.8%,0.5%,0.5%,0.6%
20180623,1135,11350595,85.0%,28.6%,19.6%,42.5%,2.3%,4.7%,0.8%,1.1%,0.4%
20180623,1135,11350600,110.9%,28.2%,25.0%,38.8%,2.7%,3.6%,0.5%,0.4%,0.7%
20180623,1135,11350611,144.1%,27.0%,24.8%,39.9%,2.7%,3.2%,1.2%,0.8%,0.3%
20180623,1135,11350612,197.6%,32.9%,27.6%,34.2%,0.9%,2.7%,0.4%,0.6%,0.7%
20180623,1135,11350619,151.1%,25.7%,27.7%,39.5%,1.6%,3.4%,0.6%,0.9%,0.6%
20180623,1135,11350621,106.4%,25.5%,21.3%,45.0%,3.9%,3.1%,0.1%,0.5%,0.5%
20180623,1135,11350624,114.0%,24.6%,24.8%,40.9%,3.0%,3.6%,1.0%,0.4%,1.7%
20180623,1135,11350625,171.9%,30.4%,20.8%,41.5%,1.6%,3.3%,0.9%,0.9%,0.6%
20180623,1135,11350630,115.7%,24.6%,22.8%,45.0%,2.0%,3.5%,0.6%,0.7%,0.7%
20180623,1135,11350640,182.2%,30.3%,22.0%,38.4%,2.9%,5.0%,0.6%,0.3%,0.5%
20180623,1135,11350665,99.0%,37.4%,25.3%,29.7%,1.2%,3.1%,0.3%,0.5%,2.5%
20180623,1135,11350670,107.9%,34.7%,22.6%,35.0%,1.9%,4.0%,0.8%,0.7%,0.4%
20180623,1135,11350695,147.2%,26.7%,26.4%,38.7%,1.6%,4.6%,0.4%,0.8%,0.8%
20180623,1135,11350700,185.4%,28.9%,27.7%,37.6%,1.4%,2.4%,0.2%,0.5%,1.3%
20180623,1135,11350710,129.7%,26.2%,26.5%,40.7%,2.2%,3.0%,0.4%,0.5%,0.6%
20180623,1135,11350720,114.7%,26.5%,25.7%,41.2%,2.5%,2.8%,0.4%,0.4%,0.6%
20180624,1111,11110515,86.1%,22.9%,27.8%,40.8%,2.2%,4.4%,0.2%,1.6%,0.2%
20180624,1111,11110530,140.1%,20.8%,27.6%,38.7%,2.3%,7.4%,0.6%,1.8%,0.9%
20180624,1111,11110540,60.3%,20.3%,29.2%,40.8%,1.5%,7.3%,,0.1%,0.8%
20180624,1111,11110550,111.1%,34.0%,28.5%,30.6%,2.4%,2.2%,0.9%,0.9%,0.4%
20180624,1111,11110560,85.2%,27.3%,31.8%,32.7%,3.5%,4.2%,,0.1%,0.5%
20180624,1111,11110570,221.3%,28.3%,24.2%,34.2%,4.1%,7.8%,0.6%,0.6%,0.2%
20180624,1111,11110580,108.5%,32.1%,22.7%,35.6%,4.7%,3.1%,0.7%,0.0%,1.1%
20180624,1111,11110600,120.8%,25.0%,20.0%,41.1%,4.2%,5.8%,1.3%,2.3%,0.4%
20180624,1111,11110615,154.2%,24.5%,20.9%,42.6%,2.5%,6.7%,0.4%,2.2%,0.2%
20180624,1111,11110630,76.2%,23.3%,20.7%,46.6%,3.0%,4.4%,0.2%,1.5%,0.3%
20180624,1111,11110640,137.7%,19.6%,20.6%,46.7%,3.5%,7.6%,0.3%,1.2%,0.5%
20180624,1111,11110650,116.9%,29.7%,21.4%,37.4%,2.4%,6.2%,0.5%,2.3%,0.2%
20180624,1111,11110670,118.5%,27.1%,20.1%,44.3%,1.0%,6.5%,0.5%,0.5%,0.0%
20180624,1111,11110680,108.0%,38.2%,13.7%,37.0%,0.9%,3.7%,5.5%,0.8%,0.0%
20180624,1111,11110690,41.3%,22.9%,27.8%,42.7%,0.3%,5.3%,,0.9%,0.1%
20180624,1111,11110700,132.1%,28.6%,19.9%,41.5%,3.0%,4.7%,0.8%,1.3%,0.2%
20180624,1111,11110710,135.4%,26.3%,18.9%,45.3%,3.4%,4.6%,0.7%,0.5%,0.2%
20180624,1135,11350560,90.2%,31.3%,20.9%,38.9%,3.8%,3.8%,0.4%,0.6%,0.4%
20180624,1135,11350570,105.8%,28.3%,24.4%,38.9%,2.4%,3.1%,0.9%,0.9%,1.1%
20180624,1135,11350580,133.0%,22.4%,27.5%,41.7%,2.8%,3.7%,0.2%,0.9%,0.8%
20180624,1135,11350595,72.0%,29.4%,18.9%,41.9%,2.4%,5.3%,0.6%,1.1%,0.5%
20180624,1135,11350600,90.2%,27.8%,22.6%,40.1%,2.8%,4.4%,1.0%,0.7%,0.6%
20180624,1135,11350611,130.4%,26.9%,22.9%,41.5%,2.7%,3.7%,1.0%,1.0%,0.3%
20180624,1135,11350612,170.3%,30.1%,28.9%,33.7%,2.2%,3.5%,0.2%,0.4%,1.0%
20180624,1135,11350619,137.5%,26.6%,25.8%,39.5%,3.4%,3.4%,0.4%,0.4%,0.5%
20180624,1135,11350621,94.7%,25.3%,23.8%,42.9%,2.2%,4.0%,0.5%,0.8%,0.6%
20180624,1135,11350624,107.7%,22.4%,23.7%,46.2%,2.3%,3.1%,0.5%,0.8%,1.0%
20180624,1135,11350625,149.3%,29.6%,20.1%,42.0%,2.0%,4.4%,0.3%,0.8%,0.7%
20180624,1135,11350630,97.0%,23.7%,23.7%,45.8%,1.7%,3.4%,0.5%,0.6%,0.5%
20180624,1135,11350640,155.2%,26.9%,23.7%,40.2%,2.7%,4.4%,0.7%,0.5%,0.8%
20180624,1135,11350665,87.0%,38.7%,24.2%,28.5%,1.6%,3.4%,1.7%,1.6%,0.2%
20180624,1135,11350670,94.9%,32.1%,21.8%,37.1%,3.0%,4.5%,0.5%,0.4%,0.5%
20180624,1135,11350695,117.5%,25.8%,23.5%,40.0%,5.6%,3.5%,0.3%,0.7%,0.6%
20180624,1135,11350700,146.2%,27.5%,27.3%,38.3%,1.3%,3.7%,0.4%,0.8%,0.7%
20180624,1135,11350710,107.3%,27.8%,21.7%,42.0%,2.1%,2.9%,1.0%,1.3%,1.2%
20180624,1135,11350720,85.2%,26.2%,24.4%,42.6%,1.3%,4.2%,0.4%,0.8%,0.1%
20180625,1111,11110515,89.6%,29.0%,22.6%,39.0%,4.4%,3.3%,0.0%,1.1%,0.5%
20180625,1111,11110530,145.9%,26.2%,20.0%,43.8%,1.7%,6.8%,0.7%,0.7%,0.3%
20180625,1111,11110540,85.5%,16.0%,20.9%,43.4%,12.6%,5.1%,,1.7%,0.4%
20180625,1111,11110550,120.8%,35.1%,21.6%,34.9%,1.5%,4.4%,1.2%,1.1%,0.2%
20180625,1111,11110560,93.9%,32.3%,19.0%,35.6%,8.7%,2.3%,0.5%,1.2%,0.2%
20180625,1111,11110570,223.8%,27.2%,25.1%,35.0%,4.3%,6.4%,1.4%,0.5%,0.0%
20180625,1111,11110580,107.5%,35.2%,18.7%,33.7%,4.5%,5.3%,,2.5%,0.0%
20180625,1111,11110600,121.6%,27.4%,18.9%,43.1%,2.4%,4.1%,0.5%,3.2%,0.4%
20180625,1111,11110615,196.1%,28.0%,18.2%,42.8%,2.8%,6.4%,0.4%,1.2%,0.2%
20180625,1111,11110630,111.0%,22.1%,18.0%,50.6%,2.9%,4.2%,0.4%,1.7%,0.0%
20180625,1111,11110640,116.5%,26.5%,18.3%,40.1%,5.8%,6.9%,0.2%,2.1%,0.2%
20180625,1111,11110650,113.1%,33.4%,18.7%,37.9%,3.1%,4.0%,0.9%,1.9%,0.1%
20180625,1111,11110670,99.0%,33.9%,17.2%,44.6%,0.9%,2.2%,0.1%,1.0%,0.1%
20180625,1111,11110680,106.8%,40.5%,13.8%,37.9%,3.6%,2.1%,0.1%,2.1%,
20180625,1111,11110690,58.2%,21.7%,19.5%,55.1%,0.1%,3.5%,,0.1%,
20180625,1111,11110700,106.7%,35.0%,16.6%,38.5%,2.9%,4.3%,1.0%,1.5%,0.1%
20180625,1111,11110710,109.6%,30.2%,18.8%,40.2%,3.4%,5.0%,1.3%,0.8%,0.2%
20180625,1135,11350560,88.2%,33.5%,19.0%,39.9%,2.2%,3.8%,0.7%,0.7%,0.3%
20180625,1135,11350570,102.9%,32.3%,21.7%,40.6%,1.5%,2.2%,0.6%,0.5%,0.5%
20180625,1135,11350580,113.8%,26.6%,23.9%,42.3%,2.0%,3.7%,0.3%,0.6%,0.6%
20180625,1135,11350595,81.0%,28.8%,18.5%,44.0%,3.0%,3.8%,0.6%,1.1%,0.2%
20180625,1135,11350600,83.1%,31.5%,19.3%,41.2%,1.9%,4.3%,0.3%,0.8%,0.6%
20180625,1135,11350611,132.3%,28.3%,18.3%,41.4%,7.4%,3.1%,0.5%,0.8%,0.3%
20180625,1135,11350612,140.6%,33.0%,25.5%,36.2%,0.7%,3.1%,0.4%,0.6%,0.3%
20180625,1135,11350619,110.6%,29.3%,22.5%,41.4%,1.4%,3.8%,0.1%,0.9%,0.5%
20180625,1135,11350621,81.5%,27.9%,18.2%,46.6%,2.7%,3.1%,0.5%,0.5%,0.5%
20180625,1135,11350624,85.7%,27.3%,20.7%,43.8%,3.3%,2.9%,0.1%,1.6%,0.2%
20180625,1135,11350625,148.8%,31.8%,18.0%,44.9%,1.3%,2.8%,0.6%,0.4%,0.2%
20180625,1135,11350630,87.0%,26.6%,20.2%,46.3%,1.7%,3.0%,0.5%,1.1%,0.6%
20180625,1135,11350640,139.8%,35.1%,16.9%,39.7%,3.8%,3.4%,0.3%,0.6%,0.2%
20180625,1135,11350665,94.5%,43.5%,13.2%,32.7%,1.3%,4.2%,0.6%,4.2%,0.2%
20180625,1135,11350670,86.8%,34.7%,17.6%,41.9%,2.0%,2.9%,0.2%,0.4%,0.4%
20180625,1135,11350695,113.4%,25.5%,21.0%,40.0%,7.9%,4.0%,0.5%,0.5%,0.5%
20180625,1135,11350700,139.9%,29.2%,26.0%,38.1%,1.6%,3.3%,0.9%,0.0%,0.9%
20180625,1135,11350710,106.0%,31.9%,19.6%,43.7%,1.6%,2.1%,0.1%,0.4%,0.7%
20180625,1135,11350720,90.4%,28.5%,19.3%,45.7%,1.6%,4.0%,0.2%,0.5%,0.3%
20180626,1111,11110515,61.5%,35.4%,23.6%,31.7%,1.5%,7.6%,0.1%,,0.1%
20180626,1111,11110530,152.8%,31.0%,20.7%,36.0%,1.1%,10.4%,0.2%,0.5%,0.1%
20180626,1111,11110540,66.3%,21.0%,21.3%,23.9%,8.4%,23.2%,0.2%,1.9%,0.1%
20180626,1111,11110550,104.3%,44.5%,21.7%,24.4%,2.5%,5.5%,0.1%,1.3%,0.1%
20180626,1111,11110560,75.0%,38.6%,22.0%,24.0%,5.8%,8.7%,0.6%,0.3%,
20180626,1111,11110570,197.9%,31.4%,22.1%,30.6%,3.2%,10.1%,0.7%,1.7%,0.1%
20180626,1111,11110580,79.2%,33.5%,22.3%,24.0%,6.6%,11.7%,1.9%,,0.1%
20180626,1111,11110600,94.4%,32.0%,18.4%,31.7%,4.1%,12.8%,0.0%,0.8%,0.3%
20180626,1111,11110615,188.8%,30.5%,17.5%,34.0%,2.8%,13.6%,0.4%,1.0%,0.1%
20180626,1111,11110630,94.8%,32.3%,16.3%,36.2%,3.8%,8.6%,0.9%,1.8%,0.1%
20180626,1111,11110640,104.0%,30.4%,18.2%,35.4%,4.5%,10.1%,0.2%,1.2%,0.1%
20180626,1111,11110650,93.6%,34.4%,17.0%,31.4%,3.4%,12.1%,0.4%,1.2%,0.1%
20180626,1111,11110670,89.1%,36.6%,16.5%,30.7%,0.8%,10.4%,1.8%,2.9%,0.2%
20180626,1111,11110680,88.9%,46.9%,11.2%,30.7%,0.6%,9.3%,0.2%,1.1%,
20180626,1111,11110690,63.8%,25.7%,21.8%,45.3%,,6.9%,,,0.2%
20180626,1111,11110700,110.4%,41.4%,18.9%,31.1%,3.0%,4.7%,0.1%,0.5%,0.3%
20180626,1111,11110710,113.6%,34.0%,16.9%,29.6%,3.9%,13.8%,0.9%,0.7%,0.2%
20180626,1135,11350560,85.8%,35.7%,20.4%,31.2%,2.7%,8.5%,0.5%,1.0%,0.1%
20180626,1135,11350570,80.5%,39.8%,20.9%,31.9%,1.3%,3.8%,0.8%,0.7%,0.8%
20180626,1135,11350580,92.0%,31.4%,23.6%,36.3%,1.9%,5.2%,0.4%,0.9%,0.3%
20180626,1135,11350595,71.3%,35.9%,16.2%,33.0%,3.1%,9.9%,0.8%,1.0%,0.1%
20180626,1135,11350600,76.0%,33.8%,21.7%,31.2%,1.7%,9.7%,0.6%,1.0%,0.4%
20180626,1135,11350611,115.7%,30.7%,24.5%,33.4%,3.2%,5.6%,0.9%,1.5%,0.3%
20180626,1135,11350612,118.7%,36.8%,26.5%,27.8%,2.6%,4.2%,1.3%,0.1%,0.7%
20180626,1135,11350619,94.1%,33.6%,22.0%,34.5%,3.5%,4.8%,0.7%,0.6%,0.4%
20180626,1135,11350621,64.9%,31.6%,21.0%,41.1%,2.0%,3.8%,0.1%,0.1%,0.2%
20180626,1135,11350624,71.0%,32.2%,21.1%,36.7%,1.7%,6.6%,,1.2%,0.4%
20180626,1135,11350625,127.5%,35.4%,17.8%,36.7%,1.5%,7.2%,0.6%,0.5%,0.2%
20180626,1135,11350630,76.9%,31.6%,20.5%,39.0%,1.4%,6.1%,0.7%,0.5%,0.2%
20180626,1135,11350640,115.6%,36.1%,18.8%,32.8%,3.0%,8.0%,0.6%,0.6%,0.1%
20180626,1135,11350665,79.8%,44.1%,15.5%,26.1%,1.0%,8.8%,2.9%,1.4%,0.1%
20180626,1135,11350670,77.0%,38.0%,22.5%,32.5%,2.4%,3.7%,0.5%,0.2%,0.2%
20180626,1135,11350695,88.0%,31.7%,20.6%,33.8%,2.7%,9.7%,0.5%,0.4%,0.5%
20180626,1135,11350700,109.6%,38.4%,28.3%,28.3%,1.5%,2.4%,0.3%,0.5%,0.5%
20180626,1135,11350710,85.1%,36.4%,20.4%,36.4%,1.9%,3.4%,0.9%,0.2%,0.4%
20180626,1135,11350720,71.2%,32.2%,23.5%,32.9%,3.8%,5.7%,1.0%,0.9%,0.1%
20180627,1111,11110515,87.6%,33.0%,28.1%,32.4%,2.1%,2.6%,0.1%,1.3%,0.3%
20180627,1111,11110530,161.6%,25.6%,26.2%,38.4%,1.3%,7.0%,0.7%,0.5%,0.3%
20180627,1111,11110540,53.9%,17.2%,29.9%,39.8%,1.3%,9.6%,,1.5%,0.7%
20180627,1111,11110550,126.3%,40.8%,24.1%,28.2%,2.7%,3.0%,0.3%,0.8%,0.1%
20180627,1111,11110560,95.8%,37.7%,25.9%,31.0%,2.8%,2.1%,0.2%,0.2%,0.1%
20180627,1111,11110570,230.2%,27.8%,24.9%,36.1%,4.4%,5.4%,1.2%,0.1%,0.2%
20180627,1111,11110580,99.2%,45.0%,17.5%,29.2%,2.5%,5.1%,,0.7%,0.1%
20180627,1111,11110600,133.1%,27.2%,22.2%,39.2%,1.7%,5.4%,0.8%,3.2%,0.3%
20180627,1111,11110615,200.9%,27.8%,20.4%,41.6%,2.7%,5.5%,0.3%,1.5%,0.2%
20180627,1111,11110630,108.0%,30.0%,18.7%,42.8%,3.5%,3.4%,0.0%,1.4%,0.1%
20180627,1111,11110640,115.8%,28.0%,19.1%,41.9%,3.8%,5.9%,0.0%,1.2%,0.1%
20180627,1111,11110650,109.0%,34.3%,18.1%,36.0%,4.6%,4.2%,1.0%,1.7%,0.1%
20180627,1111,11110670,95.9%,41.7%,13.1%,38.1%,1.4%,4.0%,1.2%,0.2%,0.2%
20180627,1111,11110680,103.2%,44.0%,16.5%,34.8%,1.1%,2.3%,0.1%,1.3%,
20180627,1111,11110690,59.7%,18.5%,29.0%,50.9%,0.5%,0.4%,,0.3%,0.4%
20180627,1111,11110700,144.0%,42.7%,17.6%,28.7%,7.3%,2.9%,0.3%,0.5%,0.1%
20180627,1111,11110710,120.5%,33.1%,17.8%,37.5%,4.5%,5.2%,0.6%,1.2%,0.1%
20180627,1135,11350560,98.6%,34.1%,21.9%,35.1%,3.9%,4.0%,0.2%,0.4%,0.3%
20180627,1135,11350570,99.7%,36.0%,20.9%,37.1%,1.8%,2.9%,0.6%,0.1%,0.7%
20180627,1135,11350580,122.4%,29.4%,26.4%,38.9%,1.4%,2.4%,0.4%,0.6%,0.5%
20180627,1135,11350595,78.2%,34.2%,19.4%,39.1%,2.4%,3.7%,0.1%,0.9%,0.2%
20180627,1135,11350600,86.6%,32.3%,24.4%,35.4%,1.8%,3.7%,0.5%,1.4%,0.5%
20180627,1135,11350611,134.1%,29.1%,24.9%,38.0%,4.0%,2.5%,0.9%,0.2%,0.5%
20180627,1135,11350612,142.8%,35.0%,28.2%,30.6%,0.6%,2.6%,0.5%,1.1%,1.5%
20180627,1135,11350619,114.3%,31.6%,27.0%,34.7%,1.6%,3.5%,0.4%,0.5%,0.6%
20180627,1135,11350621,92.0%,28.3%,21.8%,40.3%,4.4%,3.2%,0.7%,0.9%,0.3%
20180627,1135,11350624,101.9%,28.7%,23.2%,39.5%,2.8%,4.0%,0.1%,0.6%,1.0%
20180627,1135,11350625,162.3%,35.2%,21.8%,38.5%,1.2%,1.8%,0.7%,0.5%,0.4%
20180627,1135,11350630,95.3%,29.2%,21.4%,42.7%,1.4%,3.1%,1.3%,0.5%,0.4%
20180627,1135,11350640,139.6%,36.3%,20.0%,35.4%,2.7%,3.6%,0.5%,1.1%,0.4%
20180627,1135,11350665,98.1%,46.9%,15.8%,27.3%,2.8%,5.0%,1.3%,0.7%,0.2%
20180627,1135,11350670,86.4%,32.9%,20.8%,40.5%,2.0%,2.0%,0.7%,0.8%,0.3%
20180627,1135,11350695,118.0%,28.6%,24.1%,37.0%,5.1%,3.6%,0.6%,0.5%,0.4%
20180627,1135,11350700,145.0%,33.1%,25.8%,32.4%,1.9%,2.6%,0.7%,1.1%,2.4%
20180627,1135,11350710,100.1%,31.6%,22.1%,38.1%,5.0%,1.7%,0.6%,0.4%,0.6%
20180627,1135,11350720,89.4%,33.3%,23.3%,37.3%,1.1%,3.8%,0.5%,0.1%,0.5%
20180628,1111,11110515,82.2%,32.0%,21.0%,36.1%,2.1%,7.6%,0.2%,0.7%,0.4%
20180628,1111,11110530,159.7%,25.6%,19.3%,38.4%,1.3%,13.0%,0.6%,1.8%,0.2%
20180628,1111,11110540,65.9%,19.5%,20.2%,36.0%,4.7%,17.9%,,1.3%,0.5%
20180628,1111,11110550,123.0%,36.1%,20.1%,28.0%,4.8%,9.8%,0.7%,0.4%,0.1%
20180628,1111,11110560,87.6%,29.3%,22.9%,35.1%,6.6%,4.5%,1.0%,0.6%,0.0%
20180628,1111,11110570,217.5%,29.6%,21.8%,35.2%,4.7%,6.6%,0.5%,1.2%,0.4%
20180628,1111,11110580,108.0%,29.8%,19.9%,28.7%,5.2%,14.1%,1.4%,0.7%,0.0%
20180628,1111,11110600,130.4%,24.9%,19.3%,33.9%,1.6%,18.1%,0.3%,1.6%,0.3%
20180628,1111,11110615,210.8%,25.1%,16.6%,37.7%,1.9%,16.9%,0.3%,1.3%,0.1%
20180628,1111,11110630,103.7%,26.0%,14.6%,45.7%,1.7%,11.6%,0.2%,0.2%,
20180628,1111,11110640,126.5%,23.7%,17.2%,33.0%,2.9%,21.6%,0.3%,1.1%,0.1%
20180628,1111,11110650,117.6%,30.9%,14.7%,32.1%,3.7%,15.4%,0.3%,2.9%,0.1%
20180628,1111,11110670,118.3%,35.8%,15.1%,36.4%,2.7%,9.8%,0.1%,0.0%,0.1%
20180628,1111,11110680,108.0%,44.5%,16.5%,29.0%,1.3%,8.4%,0.1%,0.2%,
20180628,1111,11110690,74.4%,21.2%,24.4%,39.2%,0.5%,12.2%,,2.5%,0.1%
20180628,1111,11110700,117.8%,37.1%,16.3%,34.8%,2.3%,8.4%,0.6%,0.4%,0.1%
20180628,1111,11110710,115.7%,30.8%,16.4%,35.4%,5.6%,10.0%,0.6%,0.8%,0.3%
20180628,1135,11350560,88.0%,33.0%,17.2%,34.4%,5.7%,7.2%,0.5%,0.6%,1.5%
20180628,1135,11350570,97.8%,33.5%,24.0%,34.9%,1.0%,5.3%,0.5%,0.3%,0.5%
20180628,1135,11350580,104.9%,25.6%,23.8%,37.8%,2.6%,8.0%,0.5%,0.9%,0.7%
20180628,1135,11350595,75.5%,29.9%,16.4%,36.9%,2.9%,12.7%,0.3%,0.7%,0.2%
